,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year
8994,Alfie Burden,Robbie Williams,5,0,9,Last 128,2023-09-01,2023 Wuhan Open,5808,2023
8995,Jordan Brown,Himanshu Jain,5,1,9,Last 128,2023-09-05,2023 Wuhan Open,5808,2023
8996,Stuart Bingham,James Cahill,5,3,9,Last 128,2023-09-02,2023 Wuhan Open,5808,2023
8997,Zhang Anda,Ahmed Aly Elsayed,5,3,9,Last 128,2023-09-02,2023 Wuhan Open,5808,2023
8998,Mark Allen,John Astley,5,3,9,Last 128,2023-09-01,2023 Wuhan Open,5808,2023
8999,Xing Zihao,Michael White,5,4,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9000,Zhou Yuelong,Anthony Hamilton,5,0,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9001,Wu Yize,Marco Fu,5,3,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9002,Judd Trump,Oliver Lines,5,2,9,Last 64,2023-10-11,2023 Wuhan Open,5808,2023
9003,Yuan Sijun,Ding Junhui,5,0,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9004,Xu Si,Mark Selby,5,4,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9005,Matthew Selt,Thepchaiya Un-Nooh,5,2,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9006,Ronnie O'Sullivan,Mark Davis,5,1,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9007,Martin O'Donnell,John Higgins,5,1,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9008,Robert Milkins,Hammad Miah,5,4,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9009,Ben Mertens,Dominic Dale,5,1,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9010,Stephen Maguire,Joe O'Connor,5,2,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9011,Jack Lisowski,Scott Donaldson,5,3,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9012,Pang Junxu,Stuart Carrington,5,3,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9013,Jamie Jones,Ian Burns,5,4,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9014,Si Jiahui,Jak Jones,5,4,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9015,Aaron Hill,Ben Woollaston,5,1,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9016,Liam Highfield,Neil Robertson,5,3,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9017,Barry Hawkins,Sanderson Lam,5,2,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9018,Lyu Haotian,Chris Wakelin,5,2,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9019,He Guoqiang,Elliot Slessor,5,2,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9020,Xiao Guodong,Rod Lawler,5,2,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9021,Tom Ford,Cao Yupeng,5,1,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9022,Ryan Day,Jackson Page,5,4,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9023,Sam Craigie,Ishpreet Singh Chadha,5,2,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9024,Gong Chenzhi,Jordan Brown,5,3,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9025,Ashley Carty,Alfie Burden,5,3,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9026,Ali Carter,Jamie Clarke,5,1,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9027,Stuart Bingham,Daniel Wells,5,1,9,Last 64,2023-10-10,2023 Wuhan Open,5808,2023
9028,Mark Allen,Mark Joyce,5,4,9,Last 64,2023-10-09,2023 Wuhan Open,5808,2023
9029,Wu Yize,Ryan Day,5,2,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9030,Judd Trump,Matthew Selt,5,0,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9031,Yuan Sijun,Ashley Carty,5,2,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9032,Ronnie O'Sullivan,Pang Junxu,5,4,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9033,Stephen Maguire,Xing Zihao,5,1,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9034,Jack Lisowski,Sam Craigie,5,4,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9035,Aaron Hill,Martin O'Donnell,5,1,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9036,Liam Highfield,Zhou Yuelong,5,3,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9037,Barry Hawkins,Jamie Jones,5,1,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9038,Lyu Haotian,Ben Mertens,5,1,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9039,He Guoqiang,Gong Chenzhi,5,4,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9040,Xiao Guodong,Xu Si,5,0,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9041,Tom Ford,Robert Milkins,5,2,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9042,Ali Carter,Stuart Bingham,5,4,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9043,Zhang Anda,Noppon Saengkham,5,1,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9044,Mark Allen,Si Jiahui,5,4,9,Last 32,2023-10-11,2023 Wuhan Open,5808,2023
9045,Wu Yize,Stephen Maguire,5,4,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9046,Judd Trump,Barry Hawkins,5,2,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9047,Ronnie O'Sullivan,Yuan Sijun,5,1,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9048,Aaron Hill,He Guoqiang,5,3,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9049,Lyu Haotian,Zhang Anda,5,2,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9050,Tom Ford,Xiao Guodong,5,4,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9051,Ali Carter,Liam Highfield,5,1,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9052,Mark Allen,Jack Lisowski,5,2,9,Last 16,2023-10-12,2023 Wuhan Open,5808,2023
9053,Wu Yize,Aaron Hill,5,4,9,Quarter-final,2023-10-13,2023 Wuhan Open,5808,2023
9054,Judd Trump,Tom Ford,5,0,9,Quarter-final,2023-10-13,2023 Wuhan Open,5808,2023
9055,Lyu Haotian,Ronnie O'Sullivan,5,1,9,Quarter-final,2023-10-13,2023 Wuhan Open,5808,2023
9056,Ali Carter,Mark Allen,5,2,9,Quarter-final,2023-10-13,2023 Wuhan Open,5808,2023
9057,Judd Trump,Wu Yize,6,1,11,Semi-final,2023-10-14,2023 Wuhan Open,5808,2023
9058,Ali Carter,Lyu Haotian,6,2,11,Semi-final,2023-10-14,2023 Wuhan Open,5808,2023
9059,Judd Trump,Ali Carter,10,7,19,Final,2023-10-15,2023 Wuhan Open,5808,2023
9060,Ryan Davies,Bradley Cowdroy,4,2,7,Pre-qualifying 1,2023-10-02,2023 English Open,5203,2023
9061,Fan Zhengyi,Andres Petrov,4,1,7,Last 128,2023-09-06,2023 English Open,5203,2023
9062,Cao Yupeng,Mink Nutcharut,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9063,Zhou Yuelong,Ben Woollaston,4,2,7,Last 128,2023-09-06,2023 English Open,5203,2023
9064,Wu Yize,Ishpreet Singh Chadha,4,0,7,Last 128,2023-09-06,2023 English Open,5203,2023
9065,Gary Wilson,Pang Junxu,4,3,7,Last 128,2023-09-06,2023 English Open,5203,2023
9066,Mark Williams,Ian Burns,4,0,7,Last 128,2023-10-03,2023 English Open,5203,2023
9067,Michael White,Sam Craigie,4,0,7,Last 128,2023-09-06,2023 English Open,5203,2023
9068,Ricky Walden,Jordan Brown,4,0,7,Last 128,2023-09-08,2023 English Open,5203,2023
9069,Chris Wakelin,Lyu Haotian,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9070,Hossein Vafaei,Liam Graham,4,0,7,Last 128,2023-09-06,2023 English Open,5203,2023
9071,Judd Trump,Sean O'Sullivan,4,0,7,Last 128,2023-10-02,2023 English Open,5203,2023
9072,Allan Taylor,Jak Jones,4,3,7,Last 128,2023-09-07,2023 English Open,5203,2023
9073,Elliot Slessor,Ryan Davies,4,2,7,Last 128,2023-10-03,2023 English Open,5203,2023
9074,Yuan Sijun,Aaron Hill,4,0,7,Last 128,2023-09-08,2023 English Open,5203,2023
9075,Matthew Selt,Alfie Burden,4,2,7,Last 128,2023-09-07,2023 English Open,5203,2023
9076,Mark Selby,Xing Zihao,4,1,7,Last 128,2023-10-03,2023 English Open,5203,2023
9077,Jimmy Robertson,Reanne Evans,4,0,7,Last 128,2023-09-06,2023 English Open,5203,2023
9078,Liam Pullen,Ahmed Aly Elsayed,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9079,Jackson Page,Ken Doherty,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9080,Ronnie O'Sullivan,Andrew Pagett,4,0,7,Last 128,2023-10-02,2023 English Open,5203,2023
9081,Martin O'Donnell,Liam Highfield,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9082,Joe O'Connor,Jimmy White,4,2,7,Last 128,2023-09-08,2023 English Open,5203,2023
9083,Fergal O'Brien,Stephen Hendry,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9084,Robert Milkins,Robbie Williams,4,1,7,Last 128,2023-10-02,2023 English Open,5203,2023
9085,Hammad Miah,Rod Lawler,4,3,7,Last 128,2023-09-06,2023 English Open,5203,2023
9086,Anthony McGill,Himanshu Jain,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9087,Stephen Maguire,Daniel Wells,4,3,7,Last 128,2023-09-07,2023 English Open,5203,2023
9088,Jack Lisowski,Matthew Stevens,4,1,7,Last 128,2023-10-02,2023 English Open,5203,2023
9089,Oliver Lines,Kyren Wilson,4,3,7,Last 128,2023-10-02,2023 English Open,5203,2023
9090,David Lilley,Thepchaiya Un-Nooh,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9091,Julien Leclercq,Jiang Jun,4,0,7,Last 128,2023-09-06,2023 English Open,5203,2023
9092,Sanderson Lam,Neil Robertson,4,2,7,Last 128,2023-10-02,2023 English Open,5203,2023
9093,Lukas Kleckers,Mark Joyce,4,3,7,Last 128,2023-09-06,2023 English Open,5203,2023
9094,Jenson Kendrick,Stuart Bingham,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9095,Ding Junhui,Ma Hailong,4,3,7,Last 128,2023-10-02,2023 English Open,5203,2023
9096,Jamie Jones,Ross Muir,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9097,Si Jiahui,Alexander Ursenbacher,4,3,7,Last 128,2023-09-06,2023 English Open,5203,2023
9098,Liu Hongyu,Shaun Murphy,4,3,7,Last 128,2023-10-02,2023 English Open,5203,2023
9099,Andrew Higginson,Ryan Thomerson,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9100,John Higgins,Marco Fu,4,3,7,Last 128,2023-10-02,2023 English Open,5203,2023
9101,Andy Hicks,Mohamed Ibrahim,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9102,Louis Heathcote,Thor Chuan Leong,4,1,7,Last 128,2023-09-06,2023 English Open,5203,2023
9103,Barry Hawkins,Anthony Hamilton,4,1,7,Last 128,2023-10-02,2023 English Open,5203,2023
9104,He Guoqiang,Andy Lee,4,2,7,Last 128,2023-09-06,2023 English Open,5203,2023
9105,Xiao Guodong,Tian Pengfei,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9106,David Grace,Ashley Carty,4,2,7,Last 128,2023-09-08,2023 English Open,5203,2023
9107,Martin Gould,John Astley,4,2,7,Last 128,2023-09-06,2023 English Open,5203,2023
9108,David Gilbert,Dean Young,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9109,Tom Ford,Xu Si,4,3,7,Last 128,2023-09-08,2023 English Open,5203,2023
9110,Dylan Emery,Noppon Saengkham,4,2,7,Last 128,2023-09-08,2023 English Open,5203,2023
9111,Adam Duffy,Victor Sarkis,4,1,7,Last 128,2023-09-07,2023 English Open,5203,2023
9112,Graeme Dott,Yisong Peng,4,1,7,Last 128,2023-09-06,2023 English Open,5203,2023
9113,Scott Donaldson,Long Zehuang,4,3,7,Last 128,2023-09-07,2023 English Open,5203,2023
9114,Ryan Day,Ashley Hugill,4,2,7,Last 128,2023-10-02,2023 English Open,5203,2023
9115,Mark Davis,Joe Perry,4,1,7,Last 128,2023-09-06,2023 English Open,5203,2023
9116,Dominic Dale,Rebecca Kenna,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9117,Ali Carter,Jamie Clarke,4,1,7,Last 128,2023-10-02,2023 English Open,5203,2023
9118,Stuart Carrington,Anton Kazakov,4,0,7,Last 128,2023-09-08,2023 English Open,5203,2023
9119,James Cahill,Manasawin Phetmalaikul,4,2,7,Last 128,2023-09-08,2023 English Open,5203,2023
9120,Oliver Brown,Zak Surety,4,1,7,Last 128,2023-09-08,2023 English Open,5203,2023
9121,Luca Brecel,Stan Moody,4,3,7,Last 128,2023-10-02,2023 English Open,5203,2023
9122,Mohammed Asif,Siripaporn Nuanthakhamjan,4,3,7,Last 128,2023-09-08,2023 English Open,5203,2023
9123,Zhang Anda,Ben Mertens,4,0,7,Last 128,2023-09-07,2023 English Open,5203,2023
9124,Mark Allen,Mostafa Dorgham,4,0,7,Last 128,2023-10-02,2023 English Open,5203,2023
9125,Cao Yupeng,David Gilbert,4,0,7,Last 64,2023-10-03,2023 English Open,5203,2023
9126,Zhou Yuelong,Andrew Higginson,4,2,7,Last 64,2023-10-04,2023 English Open,5203,2023
9127,Gary Wilson,Dominic Dale,4,3,7,Last 64,2023-10-03,2023 English Open,5203,2023
9128,Mark Williams,Xiao Guodong,4,3,7,Last 64,2023-10-04,2023 English Open,5203,2023
9129,Ricky Walden,Hammad Miah,4,2,7,Last 64,2023-10-02,2023 English Open,5203,2023
9130,Chris Wakelin,Jamie Jones,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9131,Hossein Vafaei,Julien Leclercq,4,3,7,Last 64,2023-10-03,2023 English Open,5203,2023
9132,Judd Trump,Scott Donaldson,4,1,7,Last 64,2023-10-03,2023 English Open,5203,2023
9133,Elliot Slessor,Jack Lisowski,4,3,7,Last 64,2023-10-04,2023 English Open,5203,2023
9134,Yuan Sijun,Tom Ford,4,2,7,Last 64,2023-10-02,2023 English Open,5203,2023
9135,Matthew Selt,Michael White,4,3,7,Last 64,2023-10-02,2023 English Open,5203,2023
9136,Jimmy Robertson,Allan Taylor,4,3,7,Last 64,2023-10-03,2023 English Open,5203,2023
9137,Ronnie O'Sullivan,Jackson Page,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9138,Martin O'Donnell,Mark Selby,4,2,7,Last 64,2023-10-03,2023 English Open,5203,2023
9139,Robert Milkins,Adam Duffy,4,3,7,Last 64,2023-10-03,2023 English Open,5203,2023
9140,Stephen Maguire,Louis Heathcote,4,2,7,Last 64,2023-10-03,2023 English Open,5203,2023
9141,Oliver Lines,Martin Gould,4,1,7,Last 64,2023-10-03,2023 English Open,5203,2023
9142,Sanderson Lam,Stuart Carrington,4,0,7,Last 64,2023-10-03,2023 English Open,5203,2023
9143,Jenson Kendrick,Lukas Kleckers,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9144,Ding Junhui,David Grace,4,1,7,Last 64,2023-10-03,2023 English Open,5203,2023
9145,Si Jiahui,Fergal O'Brien,4,0,7,Last 64,2023-10-04,2023 English Open,5203,2023
9146,Liu Hongyu,Joe O'Connor,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9147,John Higgins,James Cahill,4,2,7,Last 64,2023-10-03,2023 English Open,5203,2023
9148,He Guoqiang,Ryan Day,4,3,7,Last 64,2023-10-03,2023 English Open,5203,2023
9149,Dylan Emery,Oliver Brown,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9150,Graeme Dott,Barry Hawkins,4,2,7,Last 64,2023-10-03,2023 English Open,5203,2023
9151,Mark Davis,David Lilley,4,2,7,Last 64,2023-10-03,2023 English Open,5203,2023
9152,Ali Carter,Liam Pullen,4,0,7,Last 64,2023-10-04,2023 English Open,5203,2023
9153,Luca Brecel,Andy Hicks,4,1,7,Last 64,2023-10-03,2023 English Open,5203,2023
9154,Mohammed Asif,Fan Zhengyi,4,3,7,Last 64,2023-10-04,2023 English Open,5203,2023
9155,Zhang Anda,Anthony McGill,4,1,7,Last 64,2023-10-04,2023 English Open,5203,2023
9156,Mark Allen,Wu Yize,4,1,7,Last 64,2023-10-03,2023 English Open,5203,2023
9157,Zhou Yuelong,Sanderson Lam,4,0,7,Last 32,2023-10-05,2023 English Open,5203,2023
9158,Mark Williams,Dylan Emery,4,2,7,Last 32,2023-10-05,2023 English Open,5203,2023
9159,Ricky Walden,Graeme Dott,4,3,7,Last 32,2023-10-04,2023 English Open,5203,2023
9160,Judd Trump,Jimmy Robertson,4,3,7,Last 32,2023-10-04,2023 English Open,5203,2023
9161,Yuan Sijun,Robert Milkins,4,1,7,Last 32,2023-10-04,2023 English Open,5203,2023
9162,Matthew Selt,Mark Allen,4,2,7,Last 32,2023-10-04,2023 English Open,5203,2023
9163,Ronnie O'Sullivan,Si Jiahui,4,2,7,Last 32,2023-10-05,2023 English Open,5203,2023
9164,Martin O'Donnell,Stephen Maguire,4,1,7,Last 32,2023-10-04,2023 English Open,5203,2023
9165,Oliver Lines,Cao Yupeng,4,2,7,Last 32,2023-10-04,2023 English Open,5203,2023
9166,Ding Junhui,Gary Wilson,4,2,7,Last 32,2023-10-05,2023 English Open,5203,2023
9167,Liu Hongyu,Chris Wakelin,4,3,7,Last 32,2023-10-05,2023 English Open,5203,2023
9168,John Higgins,Mark Davis,4,0,7,Last 32,2023-10-04,2023 English Open,5203,2023
9169,He Guoqiang,Hossein Vafaei,4,3,7,Last 32,2023-10-04,2023 English Open,5203,2023
9170,Ali Carter,Jenson Kendrick,4,0,7,Last 32,2023-10-05,2023 English Open,5203,2023
9171,Luca Brecel,Mohammed Asif,4,0,7,Last 32,2023-10-05,2023 English Open,5203,2023
9172,Zhang Anda,Elliot Slessor,4,1,7,Last 32,2023-10-05,2023 English Open,5203,2023
9173,Zhou Yuelong,Ali Carter,4,1,7,Last 16,2023-10-05,2023 English Open,5203,2023
9174,Judd Trump,Yuan Sijun,4,2,7,Last 16,2023-10-05,2023 English Open,5203,2023
9175,Matthew Selt,Ricky Walden,4,3,7,Last 16,2023-10-05,2023 English Open,5203,2023
9176,Martin O'Donnell,He Guoqiang,4,2,7,Last 16,2023-10-05,2023 English Open,5203,2023
9177,Ding Junhui,Luca Brecel,4,3,7,Last 16,2023-10-05,2023 English Open,5203,2023
9178,Liu Hongyu,Mark Williams,4,3,7,Last 16,2023-10-05,2023 English Open,5203,2023
9179,John Higgins,Oliver Lines,4,1,7,Last 16,2023-10-05,2023 English Open,5203,2023
9180,Zhang Anda,Ronnie O'Sullivan,4,2,7,Last 16,2023-10-05,2023 English Open,5203,2023
9181,Judd Trump,Matthew Selt,5,1,9,Quarter-final,2023-10-06,2023 English Open,5203,2023
9182,Liu Hongyu,Ding Junhui,5,2,9,Quarter-final,2023-10-06,2023 English Open,5203,2023
9183,John Higgins,Martin O'Donnell,5,1,9,Quarter-final,2023-10-06,2023 English Open,5203,2023
9184,Zhang Anda,Zhou Yuelong,5,4,9,Quarter-final,2023-10-06,2023 English Open,5203,2023
9185,Judd Trump,John Higgins,6,5,11,Semi-final,2023-10-07,2023 English Open,5203,2023
9186,Zhang Anda,Liu Hongyu,6,2,11,Semi-final,2023-10-07,2023 English Open,5203,2023
9187,Judd Trump,Zhang Anda,9,7,17,Final,2023-10-08,2023 English Open,5203,2023
9188,Fan Zhengyi,Mark Davis,4,3,7,Last 128,2023-08-19,2023 British Open,5754,2023
9189,Wu Yize,Martin Gould,4,2,7,Last 128,2023-08-18,2023 British Open,5754,2023
9190,Kyren Wilson,Martin O'Donnell,4,1,7,Last 128,2023-09-25,2023 British Open,5754,2023
9191,Gary Wilson,Ahmed Aly Elsayed,4,1,7,Last 128,2023-09-25,2023 British Open,5754,2023
