player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id,p1_frames_win_rate,p2_frames_win_rate,p1_matches_win_rate,p2_matches_win_rate
Ryan Davies,Richard Binns,7,1117,972,0.6899164671577602,0.5896454785627312,69,36,348,179,10,3,49,19,29,17,149,81,11,6,11,6,4,1,0.0,0.8,6803,0.514367816091954,0.3877551020408163,0.5217391304347826,0.3
Alfie Davies,Victor Sarkis,7,1153,845,0.8515999175968284,0.6835208937363156,41,24,215,120,30,2,162,34,21,14,172,97,6,2,144,30,4,0,0.0,1.0,6803,0.5581395348837209,0.20987654320987653,0.5853658536585366,0.06666666666666667
Lee Shanker,Steven Crowley,7,927,991,0.4132404983976816,0.4600851154444343,64,19,337,131,2,0,10,3,5,1,46,22,6,2,6,2,2,4,1.0,0.3333333333333333,6803,0.3887240356083086,0.3,0.296875,0.0
James Silverwood,Joshua Cooper,7,930,1005,0.3986489708076569,0.4532618480153861,106,33,558,224,79,31,420,188,5,1,40,15,42,17,145,65,1,4,1.0,0.1999999999999999,6803,0.4014336917562724,0.44761904761904764,0.3113207547169811,0.3924050632911392
Stephen Kershaw,Alex Clenshaw,7,971,1073,0.3635067817280708,0.4365932137378063,214,91,1487,703,37,16,170,86,12,5,52,25,14,9,73,44,0,4,1.0,0.0,6803,0.47276395427034296,0.5058823529411764,0.4252336448598131,0.43243243243243246
Billy Joe Castle,Simon Bedford,7,1140,1176,0.4509137915777282,0.4775151752081999,163,72,903,417,470,273,3489,1882,20,13,79,43,9,4,75,45,4,1,0.0,0.8,6803,0.46179401993355484,0.5394095729435369,0.44171779141104295,0.5808510638297872
Heather Clare,Ashley Carty,7,819,1223,0.0872975637705968,0.2669798507611425,13,0,52,0,303,141,1778,868,4,0,12,0,61,26,393,190,0,4,1.0,0.0,6803,0.0,0.4881889763779528,0.0,0.46534653465346537
Stuart Carrington,Adam Abbas,7,1285,974,0.8538864678998308,0.6851410567502929,538,284,3404,1772,4,1,22,7,78,45,447,232,4,0,22,7,4,1,0.0,0.8,6803,0.5205640423031728,0.3181818181818182,0.5278810408921933,0.25
Juan Pedro Duran,James Cahill,7,930,1232,0.1530491854474795,0.3197328033013514,7,0,32,5,332,139,2070,967,4,0,16,4,11,6,297,143,1,4,1.0,0.1999999999999999,6803,0.15625,0.4671497584541063,0.0,0.4186746987951807
Aaron Busuttil,Westley Cooper,7,1039,980,0.5800831913605062,0.5368082899889803,36,19,193,95,5,1,26,10,6,2,62,32,8,4,8,4,4,1,0.0,0.8,6803,0.49222797927461137,0.38461538461538464,0.5277777777777778,0.2
Ian Burns,Luke Simmonds,7,1278,1116,0.7099919234270913,0.5998883688639983,520,252,3294,1637,181,93,1130,580,84,47,439,216,4,0,35,10,4,0,0.0,1.0,6803,0.49696417729204617,0.5132743362831859,0.4846153846153846,0.5138121546961326
Alfie Burden,Ian Martin,7,1217,1047,0.7192100641468833,0.6046790847140093,832,430,5892,2983,84,41,464,221,73,36,454,223,15,8,95,38,4,0,0.0,1.0,6803,0.5062797012898846,0.47629310344827586,0.5168269230769231,0.4880952380952381
John Pritchett,Kayden Brierley,7,974,1032,0.4212550886117909,0.4638133797682052,20,7,106,45,32,14,165,81,10,4,10,4,7,3,83,41,1,4,1.0,0.1999999999999999,6803,0.42452830188679247,0.4909090909090909,0.35,0.4375
Jack Bradford,Jack Harris,7,998,973,0.534135239137421,0.5156199157230156,76,27,418,180,14,4,79,32,18,11,71,34,5,1,30,11,4,0,0.0,1.0,6803,0.430622009569378,0.4050632911392405,0.35526315789473684,0.2857142857142857
Jack Borwick,Hamim Hussain,7,976,1012,0.4509137915777282,0.4775151752081999,15,5,67,26,51,20,231,102,8,4,67,26,8,4,57,30,4,2,0.0,0.6666666666666666,6803,0.3880597014925373,0.44155844155844154,0.3333333333333333,0.39215686274509803
Simon Blackwell,Brian Ochoiski,7,1107,1024,0.611870456908998,0.5516896693427,81,38,449,222,68,27,350,158,61,23,216,102,10,6,48,24,4,3,0.0,0.5714285714285714,6803,0.49443207126948774,0.4514285714285714,0.4691358024691358,0.39705882352941174
Bradley Cowdroy,Connor Benzey,7,951,1083,0.3258572551479266,0.4182406231581637,22,7,105,42,38,19,195,97,5,1,43,15,17,11,87,52,1,4,1.0,0.1999999999999999,6803,0.4,0.49743589743589745,0.3181818181818182,0.5
Sean Maddocks,John Astley,7,947,1245,0.1562050445724959,0.3219117504483725,72,20,351,128,353,158,2200,1039,10,6,49,25,11,7,241,108,0,4,1.0,0.0,6803,0.3646723646723647,0.4722727272727273,0.2777777777777778,0.4475920679886686
Dean Young,Nicolas Mortreux,7,1110,980,0.6716853028295744,0.5805423048206596,127,48,707,300,7,2,39,16,72,32,400,172,9,4,39,16,4,1,0.0,0.8,6803,0.4243281471004243,0.41025641025641024,0.3779527559055118,0.2857142857142857
Joshua Thomond,Patrick Whelan,7,1045,1077,0.4563431395453439,0.4800106598444181,91,37,501,232,68,33,362,182,60,26,215,97,27,18,77,44,3,4,1.0,0.4285714285714286,6803,0.4630738522954092,0.5027624309392266,0.4065934065934066,0.4852941176470588
Gary Thomson,Filips Kalniņš,7,1096,944,0.698260993708389,0.5938731029341427,184,93,1288,654,8,2,51,15,11,6,50,25,10,5,29,8,4,0,0.0,1.0,6803,0.5077639751552795,0.29411764705882354,0.5054347826086957,0.25
Jason Tart,Josh Mulholland,7,987,1036,0.433341285511335,0.469413239817919,26,9,133,57,38,18,195,96,9,5,29,16,5,1,100,50,4,2,0.0,0.6666666666666666,6803,0.42857142857142855,0.49230769230769234,0.34615384615384615,0.47368421052631576
Jake Crofts,Oliver Sykes,7,964,1081,0.3444770608809083,0.4273919361367398,9,2,54,19,19,8,121,58,13,6,40,17,6,2,116,57,3,4,1.0,0.4285714285714286,6803,0.35185185185185186,0.4793388429752066,0.2222222222222222,0.42105263157894735
Fergal Quinn (II),Sean O'Sullivan,7,1049,1107,0.421255088611791,0.4638133797682053,43,20,229,113,292,110,1822,806,24,10,124,62,12,6,247,105,4,1,0.0,0.8,6803,0.49344978165938863,0.442371020856202,0.46511627906976744,0.3767123287671233
Barry Pinches,Aaron Busuttil,7,1160,1039,0.660530062626431,0.5750535485557879,883,444,6517,3335,36,19,193,95,8,4,248,120,6,2,62,32,4,1,0.0,0.8,6803,0.5117385299984656,0.49222797927461137,0.5028312570781427,0.5277777777777778
Phil O'Kane,Andrew Pagett,7,1082,1094,0.4835986704357123,0.4925005624493797,127,59,667,325,363,156,2324,1081,20,11,76,40,37,13,390,160,0,4,1.0,0.0,6803,0.487256371814093,0.4651462994836489,0.4645669291338583,0.4297520661157025
Daniel Womersley,Hammad Miah,7,1107,1222,0.3469916118703662,0.4286160183230676,123,58,638,305,310,124,2001,907,46,22,219,103,93,48,412,189,3,4,1.0,0.4285714285714286,6803,0.4780564263322884,0.45327336331834084,0.4715447154471545,0.4
Jack Bradford,Mark Lloyd,7,998,1042,0.4400854292695868,0.4725276956554063,76,27,418,180,48,19,246,113,18,11,71,34,26,18,69,34,3,4,1.0,0.4285714285714286,6803,0.430622009569378,0.45934959349593496,0.35526315789473684,0.3958333333333333
Daegyu Lee,James Lee (II),7,1046,984,0.5840920587766287,0.538672605206508,26,15,142,77,1,0,4,0,4,0,61,31,4,0,4,0,4,0,0.0,1.0,6803,0.5422535211267606,0.0,0.5769230769230769,0.0
Keith Keldie,Hayden Staniland,7,945,1041,0.3712235715309693,0.440286350732807,41,13,218,83,30,13,153,75,12,6,50,24,5,1,53,30,4,0,0.0,1.0,6803,0.38073394495412843,0.49019607843137253,0.3170731707317073,0.43333333333333335
Steven Crowley,Anton Kazakov,7,991,955,0.5490862084222718,0.5224848247918001,2,0,10,3,60,11,353,118,6,2,6,2,39,16,277,95,2,4,1.0,0.3333333333333333,6803,0.3,0.3342776203966006,0.0,0.18333333333333332
Halim Hussain,Rodion Judin,7,1019,961,0.578744911388209,0.5361866202317946,22,11,120,58,41,17,243,100,23,14,78,44,6,2,49,19,3,4,1.0,0.4285714285714286,6803,0.48333333333333334,0.411522633744856,0.5,0.4146341463414634
Ashley Hugill,Manuel Ederer,7,1299,1014,0.8332252833962372,0.6709533329057776,255,112,1542,738,9,4,46,23,26,17,305,148,10,6,46,23,4,1,0.0,0.8,6803,0.4785992217898833,0.5,0.4392156862745098,0.4444444444444444
Dean Reynolds,Andrew Higginson,7,871,1214,0.1232808571574087,0.2978619318001649,441,215,3757,1849,904,515,6257,3372,4,0,20,0,76,36,432,208,0,4,1.0,0.0,6803,0.4921479904178866,0.5389164136167492,0.4875283446712018,0.5696902654867256
Rory McLeod,Vladislav Gradinari,7,1158,1024,0.6765921632853332,0.5829754542011996,719,374,5075,2577,19,10,81,40,7,3,155,70,4,0,81,40,1,4,1.0,0.1999999999999999,6803,0.5077832512315271,0.49382716049382713,0.5201668984700973,0.5263157894736842
George Pragnell (II),David Grace,7,1083,1244,0.2911708832817937,0.4007118364916439,29,17,173,93,504,232,3294,1593,18,12,82,44,69,34,432,199,1,4,1.0,0.1999999999999999,6803,0.5375722543352601,0.48360655737704916,0.5862068965517241,0.4603174603174603
Anthony Hamilton,Umut Dikme,7,1215,1090,0.6655072126279342,0.5774953651858117,1068,601,7826,4109,52,27,283,143,72,32,436,201,29,18,118,59,2,4,1.0,0.3333333333333333,6803,0.5250447227191414,0.5053003533568905,0.5627340823970037,0.5192307692307693
Paul Deaville,Stuart Watson,7,1074,940,0.6765921632853334,0.5829754542011996,43,19,226,104,70,19,386,150,45,17,192,90,11,5,55,27,4,0,0.0,1.0,6803,0.46017699115044247,0.38860103626943004,0.4418604651162791,0.2714285714285714
Mark Joyce,Ryan Davies,7,1248,1117,0.6729150209582901,0.581150964289394,649,331,4471,2245,69,36,348,179,11,7,349,175,29,17,149,81,2,4,1.0,0.3333333333333333,6803,0.5021248042943414,0.514367816091954,0.5100154083204931,0.5217391304347826
Alex Clenshaw,Alfie Davies,7,1073,1153,0.3920645840647391,0.4501660026875221,37,16,170,86,41,24,215,120,14,9,73,44,21,14,172,97,4,3,0.0,0.5714285714285714,6803,0.5058823529411764,0.5581395348837209,0.43243243243243246,0.5853658536585366
Saqib Nasir,Ashley Carty,7,1028,1223,0.2529889879024988,0.3804826803529153,133,62,722,364,303,141,1778,868,4,0,38,12,61,26,393,190,1,4,1.0,0.1999999999999999,6803,0.5041551246537396,0.4881889763779528,0.46616541353383456,0.46534653465346537
Brandon Hall,Stuart Carrington,7,1001,1285,0.1676076478223925,0.3295988401911314,39,17,197,89,538,284,3404,1772,17,10,69,42,78,45,447,232,0,4,1.0,0.0,6803,0.4517766497461929,0.5205640423031728,0.4358974358974359,0.5278810408921933
James Cahill,Peter Devlin,7,1232,1121,0.6479578189910667,0.5689332093695465,332,139,2070,967,120,52,606,278,11,6,297,143,15,8,57,26,4,3,0.0,0.5714285714285714,6803,0.4671497584541063,0.45874587458745875,0.4186746987951807,0.43333333333333335
Billy Joe Castle,Ian Burns,7,1140,1278,0.3185334396534134,0.4145954308705349,163,72,903,417,520,252,3294,1637,20,13,79,43,84,47,439,216,2,4,1.0,0.3333333333333333,6803,0.46179401993355484,0.49696417729204617,0.44171779141104295,0.4846153846153846
